source_row,Title,Publication,Date,DOI,remaining_reason,elsevier_status,is_oa,oa_status,best_oa_url,unpaywall_pdf_status,unpaywall_pdf_file,unpaywall_pdf_error
1380,Wake-up free ferroelectric hafnia-zirconia capacitors fabricated via vacuum-maintaining atomic layer deposition,Journal of Applied Physics,2023-06-14,10.1063/5.0147124,closed in Unpaywall,404 not found,False,closed,,,,
1381,Atomic/Molecular Layer-Deposited Laminated Li2O-Lithicone Interfaces Enabling High-Performance Silicon Anodes,ACS Applied Materials and Interfaces,2023-06-14,10.1021/acsami.3c02925,closed in Unpaywall,404 not found,False,closed,,,,
1382,CFD Simulation of the Dosing Behavior within the Atomic Layer Deposition Feeding System,Industrial and Engineering Chemistry Research,2023-06-14,10.1021/acs.iecr.3c01151,closed in Unpaywall,404 not found,False,closed,,,,
1383,Plasma Enhanced Atomic Layer Deposition of Silicon Nitride for Two Different Aminosilane Precursors Using Very High Frequency (162 MHz) Plasma Source,ACS Applied Materials and Interfaces,2023-06-14,10.1021/acsami.3c02950,closed in Unpaywall,404 not found,False,closed,,,,
1384,Facile synthesis of cobalt fluoride (CoF2)/multi-walled carbon nanotube (MWCNT) nanocomposites and improvement of their electrochemical performance as cathode materials for Li-ion batteries,Journal of Materials Chemistry A,2023-06-14,10.1039/d3ta01918g,closed in Unpaywall,404 not found,False,closed,,,,
1385,Molecular Layer Deposition of Organic-Inorganic Hafnium Oxynitride Hybrid Films for Electrochemical Applications,ACS Applied Energy Materials,2023-06-12,10.1021/acsaem.3c00107,closed in Unpaywall,404 not found,False,closed,,,,
1386,In situ x-ray photoelectron spectroscopy analysis of the atomic layer deposition of Al2O3 on SiO x/Si: Interface dipole and persistent surface groups,Nanotechnology,2023-06-11,10.1088/1361-6528/acc408,closed in Unpaywall,404 not found,False,closed,,,,
1388,Interfacial Molecular Compatibility for Programming Organic-Metal Oxide Superlattices,ACS Applied Materials and Interfaces,2023-06-07,10.1021/acsami.3c04470,closed in Unpaywall,404 not found,False,closed,,,,
1389,Memory window enhancement in n-type ferroelectric field-effect transistors by engineering ozone exposure in atomic layer deposition of HfZrOx films,Applied Physics Letters,2023-06-05,10.1063/5.0152022,closed in Unpaywall,404 not found,False,closed,,,,
1390,Ultra-thin ZrO2 overcoating on CuO-ZnO-Al2O3 catalyst by atomic layer deposition for improved catalytic performance of CO2 hydrogenation to dimethyl ether,Nanotechnology,2023-06-04,10.1088/1361-6528/acc036,OA PDF download failed,404 not found,True,hybrid,https://iopscience.iop.org/article/10.1088/1361-6528/acc036/pdf,failed,,no PDF link found on OA page
1391,"Structural, Surface, and Optical Properties of AlN Thin Films Grown on Different Substrates by PEALD",Crystals,2023-06-01,10.3390/cryst13060910,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/2073-4352/13/6/910/pdf?version=1685778970,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/2073-4352/13/6/910/pdf?version=1685778970')
1393,High Performance On-Chip Energy Storage Capacitors with Plasma-Enhanced Atomic Layer-Deposited Hf0.5Zr0.5O2/Al-Doped Hf0.25Zr0.75O2 Nanofilms as Dielectrics,Nanomaterials,2023-06-01,10.3390/nano13111765,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/2079-4991/13/11/1765/pdf?version=1685437655,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/2079-4991/13/11/1765/pdf?version=1685437655')
1394,Preparation of X-Ray Fresnel Zone Plate by Atomic Layer Deposition and Focused Ion Beam Slicing,Guangxue Xuebao Acta Optica Sinica,2023-06-01,10.3788/AOS222052,OA PDF download failed,404 not found,True,bronze,https://www.opticsjournal.net/Articles/GetArticlePDF/OJdac80cfdaa0affc1,failed,,no PDF link found on OA page
1395,A First-Principles Investigation of the Driving Forces Defining the Selectivity of TiO2 Atomic Layer Deposition,Journal of Physical Chemistry C,2023-06-01,10.1021/acs.jpcc.3c00965,OA PDF download failed,404 not found,True,green,https://lirias.kuleuven.be/handle/20.500.12942/733301,failed,,no PDF link found on OA page
1397,Investigation on the Preparation of TiO2∶Al2O3 Nanocomposite Film Applied to the Conductive Layer of Microchannel Plate,Guangzi Xuebao Acta Photonica Sinica,2023-06-01,10.3788/gzxb20235206.0631003,closed in Unpaywall,404 not found,False,closed,,,,
1399,Study on the Deposition Characteristics of Molybdenum Thin Films Deposited by the Thermal Atomic Layer Deposition Method Using MoO2Cl2 as a Precursor,Coatings,2023-06-01,10.3390/coatings13061070,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/2079-6412/13/6/1070/pdf?version=1686299707,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/2079-6412/13/6/1070/pdf?version=1686299707')
1401,Fabrication and Light-Emission Study of Ti-δ-Doped Quasi-2D γ-Alumina by Graphene-Assisted Atomic Layer Deposition,Advanced Engineering Materials,2023-06-01,10.1002/adem.202300101,closed in Unpaywall,404 not found,False,closed,,,,
1402,"Comparative Study of Thermal and Plasma-Enhanced Atomic Layer Deposition of Iron Oxide Using Bis(N,N′-di-butylacetamidinato)iron(II)",Nanomaterials,2023-06-01,10.3390/nano13121858,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/2079-4991/13/12/1858/pdf?version=1686735970,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/2079-4991/13/12/1858/pdf?version=1686735970')
1405,Wide temperature operation of piezoelectric sensors for detecting precursor levels in a canister,Measurement Science and Technology,2023-06-01,10.1088/1361-6501/acc2d7,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1088/1361-6501/acc2d7,failed,,no PDF link found on OA page
1406,Design and Preparation of Anti-Reflection Nanoarray Structure on the Surface of Space Solar Cell Glass Cover,Coatings,2023-06-01,10.3390/coatings13061092,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/2079-6412/13/6/1092/pdf?version=1686648204,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/2079-6412/13/6/1092/pdf?version=1686648204')
1407,Fabrication of Bilayer Stacked Antiferroelectric/ Ferroelectric HfxZr1-xO2FeRAM and FeFET With Improved Leakage Current and Robust Reliability by Modifying Atomic Layer Deposition Temperatures,IEEE Electron Device Letters,2023-06-01,10.1109/LED.2023.3268179,closed in Unpaywall,404 not found,False,closed,,,,
1408,Improvement of Voltage Linearity and Leakage Current of MIM Capacitors With Atomic Layer Deposited Ti-Doped ZrO2Insulators,IEEE Transactions on Electron Devices,2023-06-01,10.1109/TED.2023.3267752,closed in Unpaywall,404 not found,False,closed,,,,
1409,Review of molecular layer deposition process and application to area selective deposition via graphitization,Japanese Journal of Applied Physics,2023-06-01,10.35848/1347-4065/acc3a7,OA PDF download failed,404 not found,True,bronze,https://iopscience.iop.org/article/10.35848/1347-4065/acc3a7/pdf,failed,,no PDF link found on OA page
1410,Optical Properties of Titanium-doped Gallium Oxide Thin Films by Thermal Atomic Layer Deposition,Guangzi Xuebao Acta Photonica Sinica,2023-06-01,10.3788/gzxb20235206.0631002,OA PDF download failed,404 not found,True,green,http://ir.opt.ac.cn/handle/181661/96854,failed,,"ConnectTimeout(MaxRetryError(""HTTPConnectionPool(host='ir.opt.ac.cn', port=80): Max retries exceeded with url: /handle/181661/96854 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7a7d953a5e80>, 'Connection to ir.opt.ac.cn timed out. (connect timeout=45)'))""))"
1412,Exploring thermally stable metal-oxide/SiO2 stack for metal oxide semiconductor memory and demonstration of pulse controlled linear response,Applied Physics Express,2023-06-01,10.35848/1882-0786/acdd4e,OA PDF download failed,404 not found,True,hybrid,https://iopscience.iop.org/article/10.35848/1882-0786/acdd4e/pdf,failed,,no PDF link found on OA page
1413,Investigation of PEALD ZrO2/La2O3-based high-k nanolaminates sandwiched between Al and Ti electrodes for MIM capacitors,Journal of Materials Science Materials in Electronics,2023-06-01,10.1007/s10854-023-10655-9,closed in Unpaywall,404 not found,False,closed,,,,
1415,Atomic Layer Deposition and Its Impact on Transparent Conductive Films,Rengong Jingti Xuebao Journal of Synthetic Crystals,2023-06-01,,missing DOI,,,,,,,
1416,Atomic-scale engineering of advanced catalytic and energy materials via atomic layer deposition for eco-friendly vehicles,International Journal of Extreme Manufacturing,2023-06-01,10.1088/2631-7990/acc6a7,OA PDF download failed,404 not found,True,gold,https://iopscience.iop.org/article/10.1088/2631-7990/acc6a7/pdf,failed,,no PDF link found on OA page
1417,Effect of Top-Gate Dielectric Deposition on the Performance of Indium Tin Oxide Transistors,IEEE Electron Device Letters,2023-06-01,10.1109/LED.2023.3265316,closed in Unpaywall,404 not found,False,closed,,,,
1418,Atomic Layer Deposition of HfO2 Films Using TDMAH and Water or Ammonia Water,Materials,2023-06-01,10.3390/ma16114077,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/1996-1944/16/11/4077/pdf?version=1685518740,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/1996-1944/16/11/4077/pdf?version=1685518740')
1419,Dielectric-on-Dielectric Achieved on SiO2 in Preference to W by Water-free Chemical Vapor Depositions with Aniline Passivation,ACS Applied Materials and Interfaces,2023-05-31,10.1021/acsami.3c02278,closed in Unpaywall,404 not found,False,closed,,,,
1421,Enhanced electrocatalytic performance for oxygen evolution reaction via active interfaces of Co3O4 arrays@FeO x /Carbon cloth heterostructure by plasma-enhanced atomic layer deposition,Nanotechnology,2023-05-28,10.1088/1361-6528/acc038,OA PDF download failed,404 not found,True,hybrid,https://iopscience.iop.org/article/10.1088/1361-6528/acc038/pdf,failed,,no PDF link found on OA page
1422,Redox Properties of TiO2Thin Films Grown on Mesoporous Silica by Atomic Layer Deposition,Journal of Physical Chemistry Letters,2023-05-25,10.1021/acs.jpclett.3c00834,OA PDF download failed,404 not found,True,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jpclett.3c00834,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acs.jpclett.3c00834')
1423,"Multifunctional Coatings on Sulfide-Based Solid Electrolyte Powders with Enhanced Processability, Stability, and Performance for Solid-State Batteries",Advanced Materials,2023-05-25,10.1002/adma.202300673,OA PDF download failed,404 not found,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202300673,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202300673')
1425,Dynamic Electrode-Electrolyte Intermixing in Solid-State Sodium Nano-Batteries,ACS Applied Materials and Interfaces,2023-05-24,10.1021/acsami.2c23256,closed in Unpaywall,404 not found,False,closed,,,,
1427,Pyridine-Catalyzed Atomic Layer Deposition of SiO2from Hexachlorodisilane and Water: An in Situ Mechanistic Study,Chemistry of Materials,2023-05-23,10.1021/acs.chemmater.3c00621,closed in Unpaywall,404 not found,False,closed,,,,
1428,"Reaction mechanism of nickel sulfide atomic layer deposition using bis(N,N′-di-tert-butylacetamidinato)nickel(ii) and hydrogen sulfide",Physical Chemistry Chemical Physics,2023-05-21,10.1039/d2cp05450g,closed in Unpaywall,404 not found,False,closed,,,,
1430,Rational Strategy for Space-Confined Atomic Layer Deposition,ACS Applied Materials and Interfaces,2023-05-17,10.1021/acsami.3c01443,closed in Unpaywall,404 not found,False,closed,,,,
1433,Reductive Thermal Atomic Layer Deposition Process for Gold,ACS Materials Au,2023-05-10,10.1021/acsmaterialsau.2c00075,OA PDF download failed,404 not found,True,gold,https://pubs.acs.org/doi/pdf/10.1021/acsmaterialsau.2c00075,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acsmaterialsau.2c00075')
1434,Thermal decomposition of trimethylindium and indium trisguanidinate precursors for InN growth: An ab initio and kinetic modeling study,Journal of Chemical Physics,2023-05-07,10.1063/5.0148070,OA PDF download failed,404 not found,True,hybrid,https://pubs.aip.org/aip/jcp/article-pdf/doi/10.1063/5.0148070/17355732/174313_1_5.0148070.pdf,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/aip/jcp/article-pdf/doi/10.1063/5.0148070/17355732/174313_1_5.0148070.pdf')
1436,MIL-101-NH2(Fe)-Coated Nylon Microfibers for Immobilized Photocatalysts in RhB and Cr(VI) Removal,ACS Omega,2023-05-02,10.1021/acsomega.3c00432,OA PDF download failed,404 not found,True,gold,https://pubs.acs.org/doi/pdf/10.1021/acsomega.3c00432,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acsomega.3c00432')
1439,The improvement of the embedded Ag nanoislands on the performance of Au/Ag/HfOx/HfO2/Ag-NIs/Au devices,Journal of Materials Science Materials in Electronics,2023-05-01,10.1007/s10854-023-10622-4,closed in Unpaywall,404 not found,False,closed,,,,
1441,Influence of low energy ion irradiation on oxygen deficient hafnium oxide (HfO2) thin films,Journal of Materials Science Materials in Electronics,2023-05-01,10.1007/s10854-023-10614-4,closed in Unpaywall,404 not found,False,closed,,,,
1442,Low-temperature synthesis of crystalline vanadium oxide films using oxygen plasmas,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2023-05-01,10.1116/6.0002383,closed in Unpaywall,404 not found,False,closed,,,,
1443,Atomic layer deposition of yttrium oxide as a protective coating for lithium metal anodes,Dalton Transactions,2023-05-01,10.1039/d2dt03907a,OA PDF download failed,404 not found,True,green,http://hdl.handle.net/1854/LU-01HA47WETP6S3N6MZKQ4Q9SG8G,failed,,downloaded response was not a PDF
1444,Thermodynamic Modeling and Experimental Implementation of the Synthesis of Vanadium Oxide Films,Russian Journal of Inorganic Chemistry,2023-05-01,10.1134/S0036023623600491,closed in Unpaywall,404 not found,False,closed,,,,
1445,Atomic Layer Deposition of La2O3 Film with Precursor La(thd)3-DMEA,Coatings,2023-05-01,10.3390/coatings13050870,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/2079-6412/13/5/870/pdf?version=1683278636,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/2079-6412/13/5/870/pdf?version=1683278636')
1446,Area selective atomic layer deposition of SnO2as an etch resist in fluorine based processes,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2023-05-01,10.1116/6.0002429,closed in Unpaywall,404 not found,False,closed,,,,
1449,Microkinetic based growth and property modeling of plasma enhanced atomic layer deposition silicon nitride thin film,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2023-05-01,10.1116/6.0002499,closed in Unpaywall,404 not found,False,closed,,,,
1453,"Colloidal, Room-Temperature Growth of Metal Oxide Shells on InP Quantum Dots",Inorganic Chemistry,2023-05-01,10.1021/acs.inorgchem.3c00161,closed in Unpaywall,404 not found,False,closed,,,,
1455,Interfacial band parameters of ultrathin ALD-ZrO2 on Ga-polar GaN through XPS measurements,Aip Advances,2023-05-01,10.1063/5.0145286,OA PDF download failed,404 not found,True,gold,https://pubs.aip.org/aip/adv/article-pdf/doi/10.1063/5.0145286/17356255/055110_1_5.0145286.pdf,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/aip/adv/article-pdf/doi/10.1063/5.0145286/17356255/055110_1_5.0145286.pdf')
1457,Atomic Layer Deposition of Chlorine Containing Titanium–Zinc Oxide Nanofilms Using the Supercycle Approach,Coatings,2023-05-01,10.3390/coatings13050960,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/2079-6412/13/5/960/pdf?version=1684632063,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/2079-6412/13/5/960/pdf?version=1684632063')
1458,Electrical Properties of Boron-Doped Diamond MOSFETs With Ozone as Oxygen Precursor for Al2O3Deposition,IEEE Transactions on Electron Devices,2023-05-01,10.1109/TED.2023.3256349,closed in Unpaywall,404 not found,False,closed,,,,
